Publication Years,Publication Years_Count,Document Types,Document Types_Count,Researcher Profiles,Researcher Profiles_Count,Web of Science Categories,Web of Science Categories_Count,Citation Topics Meso,Citation Topics Meso_Count,Citation Topics Micro,Citation Topics Micro_Count,Sustainable Development Goals,Sustainable Development Goals_Count,Web of Science Index,Web of Science Index_Count,Affiliations,Affiliations_Count,Affiliation with Department,Affiliation with Department_Count,Publication Titles,Publication Titles_Count,Languages,Languages_Count,Countries/Regions,Countries/Regions_Count,Publishers,Publishers_Count,Research Areas,Research Areas_Count,Open Access,Open Access_Count,Funding Agencies,Funding Agencies_Count,Conference Titles,Conference Titles_Count
2012.0,6.0,,,"Santos, Paulo",6,Chemistry Applied,2.0,1.154 Assisted Ventilation,1.0,8.93.805 Mammalia,2.0,,,,,CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE CNRS,2.0,,,REVISTA DA SOCIEDADE BRASILEIRA DE MEDICINA TROPICAL,2.0,,,,,Assoc Bras Divulg Cientifica,1.0,Evolutionary Biology,2.0,,,FEDERAL RURAL UNIVERSITY OF SEMI ARIDO UFERSA,1.0,,
2011.0,2.0,,,"Conley, Alan J.",5,Endocrinology Metabolism,2.0,1.172 Sports Science,1.0,1.106.1420 Sjogren's Syndrome,1.0,,,,,INSTITUT DE RECHERCHE POUR LE DEVELOPPEMENT IRD,2.0,,,ACTA HISTOCHEMICA,1.0,,,,,Cambridge Univ Press,1.0,Infectious Diseases,2.0,,,FUNDACAO CARLOS CHAGAS FILHO DE AMPARO A PESQUISA DO ESTADO DO RIO DE JANEIRO FAPERJ,1.0,,
2010.0,1.0,,,"da Silva, Andréia Maria",5,Evolutionary Biology,2.0,1.186 Chromosome Disorders,1.0,1.137.217 Circadian-melatonin,1.0,,,,,SCH VET MED ANIM SCI,2.0,,,ACTA TROPICA,1.0,,,,,Czech Academy Agricultural Sciences,1.0,Medical Laboratory Technology,2.0,,,FUNDAGAO DE AMPARO A PESQUISA DO ESTADO DA PARAIBA,1.0,,
2009.0,1.0,,,"De Moura, Carlos Eduardo Bezerra",5,Infectious Diseases,2.0,"1.217 Parasitology - Malaria, Toxoplasmosis & Coccidiosis",1.0,1.154.1057 Pulmonary Surfactant,1.0,,,,,UNIV FED PARAIBA UFPB,2.0,,,AMERICAN JOURNAL OF TROPICAL MEDICINE AND HYGIENE,1.0,,,,,Int Inst Ecology,1.0,Biodiversity Conservation,1.0,,,HUMBOLDT UNIVERSITY OF BERLIN GERMANY,1.0,,
2008.0,4.0,,,"Ambrosio, Carlos Eduardo",5,Medical Laboratory Technology,2.0,1.247 Migraines & Headaches,1.0,1.163.1022 Anthelmintic Resistance,1.0,,,,,UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL,2.0,,,ANIMALS,1.0,,,,,Mdpi,1.0,Entomology,1.0,,,IBAMA,1.0,,
2005.0,1.0,,,"Rici, Rose Eli Grassi",4,Biodiversity Conservation,1.0,1.26 Diabetes,1.0,1.163.1106 Echinococcosis,1.0,,,,,UNIVERSIDADE FEDERAL DE RORAIMA,2.0,,,BIOSCIENCE JOURNAL,1.0,,,,,Natl Inst Science Communication-Niscair,1.0,Environmental Sciences Ecology,1.0,,,INSTITUTO CHICO MENDES DE CONSERVACAO DA BIODIVERSIDADE ICMBIO BRAZIL,1.0,,
2000.0,1.0,,,"Vasconcelos, Bruno",4,Entomology,1.0,3.220 Smell & Taste Science,1.0,1.163.645 Fish Parasitology,1.0,,,,,CAMPUS UNIV SAO PAULO USP,1.0,,,BIOTA NEOTROPICA,1.0,,,,,Oxford Univ Press,1.0,General Internal Medicine,1.0,,,INSTITUTO POLITECNICO NACIONAL MEXICO,1.0,,
1977.0,1.0,,,"Olindo, S",4,Environmental Sciences,1.0,3.232 Veterinary Sciences,1.0,1.172.823 Thermoregulation,1.0,,,,,CTR TERRA,1.0,,,BRAZILIAN JOURNAL OF BIOLOGY,1.0,,,,,Public Library Science,1.0,Materials Science,1.0,,,MCTI CNPQ MS SCTIE DECIT,1.0,,
,,,,"Silva, Yara L. F.",4,Green Sustainable Science Technology,1.0,3.40 Forestry,1.0,1.186.934 Sex Chromosome Variations,1.0,,,,,CTR UNIV CHRISTUS,1.0,,,CIENCIA ANIMAL BRASILEIRA,1.0,,,,,Revista Biota Neotropica,1.0,Neurosciences Neurology,1.0,,,MINISTERIO DA INTEGRACAO NACIONAL PROJETO SAO FRANCISCO,1.0,,
,,,,"Labruna, Marcelo B",3,Materials Science Multidisciplinary,1.0,3.51 Dairy & Animal Sciences,1.0,1.217.1038 Toxoplasma Gondii,1.0,,,,,CTR UNIV FUNDACAO ENSINO OCTAVIO BASTOS UNIFEOB,1.0,,,DIFFERENTIATION,1.0,,,,,Sciendo,1.0,Paleontology,1.0,,,NATIONAL COUNCIL FOR SCIENTIFIC AND TECHNOLOGICAL DEVELOPMENT MCTI CNPQ,1.0,,
,,,,"Bertassoli, Bruno",3,Medicine General Internal,1.0,,,1.247.2375 Hyperhidrosis Treatment,1.0,,,,,ENDOCARE BRASIL QUIM LTD,1.0,,,ENVIRONMENT DEVELOPMENT AND SUSTAINABILITY,1.0,,,,,Soc Brasileira Paleontologia,1.0,Plant Sciences,1.0,,,NEOTROPICAL GRASSLAND CONSERVANCY,1.0,,
,,,,"do Vale, Andre Menezes",3,Medicine Research Experimental,1.0,,,1.26.337 Appetite Hormones,1.0,,,,,FED RURAL SEMI ARID UNIV,1.0,,,HELMINTHOLOGIA,1.0,,,,,"Systematic & Applied Acarology Soc London, Natural History Museum",1.0,Public Environmental Occupational Health,1.0,,,PROEF CAPES FAPITEC PROC,1.0,,
,,,,"Praxedes, Erica C. G.",3,Neurosciences,1.0,,,1.81.1272 Reproductive Immunology,1.0,,,,,FIOCRUZ RESEARCH CENTER RENE RACHOU,1.0,,,INDIAN JOURNAL OF TRADITIONAL KNOWLEDGE,1.0,,,,,Univ Estadual Londrina,1.0,Research Experimental Medicine,1.0,,,PROEP IOC CNPQ PROGRAMS,1.0,,
,,,,"Aquino, Leonardo V. C.",3,Paleontology,1.0,,,3.220.1242 Taste Perception,1.0,,,,,INST CONSERVACAO CARNIVOROS NEOTROP PROCARNIVOROS,1.0,,,INTERNATIONAL JOURNAL OF DEVELOPMENTAL NEUROSCIENCE,1.0,,,,,Univ Federal Goias,1.0,Science Technology Other Topics,1.0,,,PROPESQ UEPB,1.0,,
,,,,"Horta, Mauricio Claudio",3,Plant Sciences,1.0,,,3.232.1281 Veterinary Reproductive Health,1.0,,,,,INST SERRADICAL PESQUISA CONSERVACAO,1.0,,,INTERNATIONAL JOURNAL OF INFECTIOUS DISEASES,1.0,,,,,Univ Federal Uberlandia,1.0,,,,,PROPPG UFERSA,1.0,,
,,,,"Freitas Caetano de Sousa, Ana Caroline",3,Public Environmental Occupational Health,1.0,,,3.35.274 Wildlife Ecology,1.0,,,,,INSTITUTE BIOMED SCIENCE UNIVERSITY SAO PAULO,1.0,,,JOURNAL OF MAMMALIAN EVOLUTION,1.0,,,,,,,,,,,RUFFORD FOUNDATION,1.0,,
,,,,"Lopes, Igor Renno Guimaraes",3,,,,,3.35.683 Reptile Ecology,1.0,,,,,NATIONAL CANCER INSTITUTE INCA,1.0,,,JOURNAL OF MOLECULAR HISTOLOGY,1.0,,,,,,,,,,,SERIDO ECOLOGICAL STATION,1.0,,
,,,,"Brilhante Bezerra, José Artur",3,,,,,3.35.693 Primate Behavior,1.0,,,,,SECRETARIA SAUDE ESTADO CEARA,1.0,,,JOURNAL OF THERMAL BIOLOGY,1.0,,,,,,,,,,,SES CE,1.0,,
,,,,"Moura, Yasmin Beatriz Franca",3,,,,,3.40.195 Biodiversity Conservation,1.0,,,,,STATE DEPT PUBL HLTH RIO GRANDE NORTE,1.0,,,JOURNAL OF ZOOLOGICAL SYSTEMATICS AND EVOLUTIONARY RESEARCH,1.0,,,,,,,,,,,STATE SECRETARY FOR PUBLIC HEALTH OF RIO GRANDE DO NORTE BRAZIL,1.0,,
,,,,"Campos, Livia Batista",3,,,,,3.51.799 Farm Animal Welfare,1.0,,,,,UNITED STATES DEPARTMENT OF AGRICULTURE USDA,1.0,,,JOURNAL OF ZOOLOGY,1.0,,,,,,,,,,,STATE UNIVERSITY OF PARAIBA UNIVERSIDADE ESTADUAL DA PARAIBA UEPB INSTITUTIONAL PROGRAM OF SCIENTIFIC INITIATION SCHOLARSHIPS PROGRAMA INSTITUCIONAL DE BOLSAS DE INICIAGDO CIENTIFICA PIBIC,1.0,,
,,,,"Camara, Felipe",3,,,,,,,,,,,UNIV FED CAMPINA GRANDE UFCG,1.0,,,MICROSCOPY AND MICROANALYSIS,1.0,,,,,,,,,,,SWEDISH RESEARCH COUNCIL,1.0,,
,,,,"Arroyo, M",3,,,,,,,,,,,UNIV SAO PAULO FMVZ USP,1.0,,,PLOS NEGLECTED TROPICAL DISEASES,1.0,,,,,,,,,,,UFERSA UNIVERSIDADE FEDERAL RURAL DO SEMI ARIDO,1.0,,
,,,,"Galvao, Lucia Maria da Cunha",2,,,,,,,,,,,UNIVERSIDAD REY JUAN CARLOS,1.0,,,REPRODUCTIVE BIOLOGY,1.0,,,,,,,,,,,UNIVERSIDADE FEDERAL RURAL DO SEMI ARIDO MOSSORO BRAZIL,1.0,,
,,,,"Oliveira, Lhara R. M.",2,,,,,,,,,,,UNIVERSIDADE DE BRASILIA,1.0,,,REVISTA BRASILEIRA DE PALEONTOLOGIA,1.0,,,,,,,,,,,UNIVERSITY SAO PAULO BRAZIL,1.0,,
,,,,"Guerra, Ricardo R.",2,,,,,,,,,,,UNIVERSIDADE DE SANTO AMARO UNISA,1.0,,,REVISTA BRASILEIRA DE PESQUISAS MEDICAS E BIOLOGICAS,1.0,,,,,,,,,,,WORLD HEALTH ORGANIZATION,1.0,,
,,,,"De Paula, Valéria V",2,,,,,,,,,,,UNIVERSIDADE ESTADUAL DA PARAIBA,1.0,,,SEMINA CIENCIAS AGRARIAS,1.0,,,,,,,,,,,,,,
,,,,"HARRY, Myriam",2,,,,,,,,,,,UNIVERSIDADE ESTADUAL DE CAMPINAS,1.0,,,SYSTEMATIC AND APPLIED ACAROLOGY,1.0,,,,,,,,,,,,,,
,,,,"Lima, Gabriela",2,,,,,,,,,,,UNIVERSIDADE ESTADUAL DO CEARA,1.0,,,VETERINARNI MEDICINA,1.0,,,,,,,,,,,,,,
,,,,"Dantas, Carlos Augusto Leal",2,,,,,,,,,,,UNIVERSIDADE ESTADUAL DO MARANHAO,1.0,,,VETERINARY PARASITOLOGY,1.0,,,,,,,,,,,,,,
,,,,"Favaron, Phelipe de Oliveira",2,,,,,,,,,,,UNIVERSIDADE FEDERAL DE MATO GROSSO,1.0,,,VETERINARY PARASITOLOGY REGIONAL STUDIES AND REPORTS,1.0,,,,,,,,,,,,,,
,,,,"Favaron, P. O.",2,,,,,,,,,,,UNIVERSIDADE FEDERAL DE PERNAMBUCO,1.0,,,ZOOMORPHOLOGY,1.0,,,,,,,,,,,,,,
,,,,"Guimaraes, MF",2,,,,,,,,,,,UNIVERSIDADE FEDERAL DE SAO CARLOS,1.0,,,ZYGOTE,1.0,,,,,,,,,,,,,,
,,,,"Rodrigues Alves Diniz, João Augusto",2,,,,,,,,,,,UNIVERSIDADE FEDERAL DE SERGIPE,1.0,,,,,,,,,,,,,,,,,,
,,,,"Almeida, Érika",2,,,,,,,,,,,UNIVERSIDADE FEDERAL DO CEARA,1.0,,,,,,,,,,,,,,,,,,
,,,,"Silveira, J. M.",2,,,,,,,,,,,UNIVERSIDADE FEDERAL DO PARANA,1.0,,,,,,,,,,,,,,,,,,
,,,,"Rodrigues, Ana Livia Rocha",2,,,,,,,,,,,UNIVERSIDADE FEDERAL DO PIAUI,1.0,,,,,,,,,,,,,,,,,,
,,,,"de Carvalho Araujo, Andreina",2,,,,,,,,,,,UNIVERSIDADE FEDERAL DO RIO DE JANEIRO,1.0,,,,,,,,,,,,,,,,,,
,,,,"Costa, Herson S.",2,,,,,,,,,,,UNIVERSIDADE FEDERAL DOS VALES DO JEQUITINHONHA E MUCURI UFVJM,1.0,,,,,,,,,,,,,,,,,,
,,,,"Gomes de Albuquerque, Jose Fernando",2,,,,,,,,,,,UNIVERSIDADE SAO JUDAS TADEU,1.0,,,,,,,,,,,,,,,,,,
,,,,"de Aquino, Leonardo Vitorino Costa",2,,,,,,,,,,,UNIVERSITY OF HELSINKI,1.0,,,,,,,,,,,,,,,,,,
,,,,"Almeida, Carlos Eduardo",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Souza, Ana Liza Paz",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Araujo Jr, H. N.",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Oliveira, Daniela M",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Fernandes, Fabiano Andre Narciso",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Takiya, Daniela Maeda",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Tonhosolo, Renata",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Brazil, Reginaldo Peçanha",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"INIGUEZ, ALENA M",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Massara, Rodrigo Lima",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Zurano, Juan Pablo Pablo",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Silva, Andréa A. P.",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Valença-Barbosa, Carolina VB",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Machado, Marcia R.F.",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Carvalho, Leonardo CB",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Marcili, Arlei",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"WATANABE, II-SEI -",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Soto-Blanco, Benito",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Queiroz, Genilson F",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"de Oliveira, Wallisson Sylas LO Luna",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"de Lucena, Ricardo Barbosa",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Costa, Jane",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Ladd, Aliny A B L",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"ALCANTARA, DAYANE",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Galiza, Glauco J N",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Almeida, Carlos Eduardo",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Martinez, Pablo Ariel",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"de Oliveira Rocha, Hugo Alexandre",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Martins, Thiago",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"de Góes Cavalcanti, Luciano Pamplona",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"PENA, HILDA F J",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"de Queiroz, João Paulo A F",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Anunciacão, Adriana",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Pirmez, Claude",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Castelucci, Patricia",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"COPPI, ANTONIO AUGUSTO",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Franciolli, Andre Luis R",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Alves, Romulo",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Guedes, Paulo",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Dias, Douglas de Matos",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Gennari, Solange M",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Souza-Junior, Joao",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Reigada Montoya, Carolina",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Bonatelli, Murilo",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Vasconcelos, Bruno G",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Ladd, Fernando Vagner Lobo",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
